,annotator,label,stars,sentence1
3979,ks08,1,,The love of my life and father of my children would never do such a thing.
3980,ks08,1,,The museum displayed no painting by Miro or drawing by Klee.
3981,ks08,1,,"By law, every dog and cat in the area has to be neutered."
3982,ks08,1,,Learning to use a language freely and fully is a lengthy and arduous process.
3983,ks08,1,,Kim put the book in the box.
3984,ks08,0,*,Kim put the book.
3985,ks08,0,*,Is putting the book in the box.
3986,ks08,0,*,Talked with Bill about the exam.
3987,ks08,1,,They wrote to her.
3988,ks08,1,,They are kind to her.
3989,ks08,1,,They want to write to her.
3990,ks08,0,*,They want to wrote to her.
3991,ks08,1,,They want to be kind to her.
3992,ks08,0,*,They want to are kind to her.
3993,ks08,1,,The student knows the answers.
3994,ks08,1,,The student knew the answers.
3995,ks08,1,,The students know the answers.
3996,ks08,0,*,The student knowing the answers.
3997,ks08,0,*,The student known the answers.
3998,ks08,1,,He is writing another long book about beavers.
3999,ks08,1,,"Broadly speaking, the project was successful."
4000,ks08,1,,He is proud of his son's passing the bar exam.
4001,ks08,1,,The chicken has eaten.
4002,ks08,1,,The chicken was eaten.
4003,ks08,1,,"Seen from this perspective, there is no easy solution."
4004,ks08,1,,The monkeys kept forgetting their lines.
4005,ks08,0,*,The monkeys kept forgot their lines.
4006,ks08,0,*,The monkeys kept forgotten their lines.
4007,ks08,0,*,We caught them ate the bananas.
4008,ks08,0,*,We caught them eat the bananas.
4009,ks08,0,*,We caught them eaten the bananas.
4010,ks08,1,,John made Mary cook Korean food.
4011,ks08,0,*,John made Mary to cook Korean food.
4012,ks08,0,*,John made Mary cooking Korean food.
4013,ks08,1,,The monkey seems despondent that it is in a cage.
4014,ks08,1,,The monkey seems despondent.
4015,ks08,1,,He seems intelligent to study medicine.
4016,ks08,0,*,He seems intelligent to study medicine.
4017,ks08,1,,Monkeys are eager to leave.
4018,ks08,0,*,Monkeys are eager leaving the compound.
4019,ks08,0,*,The chickens seem fond with the farmer.
4020,ks08,1,,The foxes seem compatible with the chickens.
4021,ks08,0,*,The foxes seem compatible for the chickens.
4022,ks08,1,,These are similar to the bottles.
4023,ks08,0,*,These are similar with the bottles.
4024,ks08,1,,The teacher is proud of his students.
4025,ks08,0,*,The teacher is proud with his students.
4026,ks08,1,,The contract is subject to approval by my committee.
4027,ks08,0,*,The contract is subject for approval by my committee.
4028,ks08,1,,There exists only one truly amphibian mammal.
4029,ks08,1,,There arose a great storm.
4030,ks08,1,,There exist few solutions which are cost-effective.
4031,ks08,1,,There is a riot in the park.
4032,ks08,1,,There remained just a few problems to be solved.
4033,ks08,0,*,There runs a man in the park.
4034,ks08,0,*,There sings a man loudly.
4035,ks08,1,,They believe that Charles Darwin's theory of evolution is just a scientific theory.
4036,ks08,1,,They believe Charles Darwin's theory of evolution is just a scientific theory.
4037,ks08,1,,John demanded that she stop phoning him.
4038,ks08,1,,Joe warned the class that the exam would be difficult.
4039,ks08,1,,We told Tom that he should consult an accountant.
4040,ks08,1,,Mary convinced me that the argument was sound.
4041,ks08,1,,Tom intends for Sam to review that book.
4042,ks08,1,,John would prefer for the children to finish the oatmeal.
4043,ks08,1,,For John to either make up such a story or repeat it is outrageous.
4044,ks08,1,,For John either to make up such a story or to repeat it is outrageous.
4045,ks08,1,,For John to tell Bill such a lie and Bill to believe it is outrageous.
4046,ks08,1,,John intends to review the book.
4047,ks08,1,,John would prefer to finish the oatmeal.
4048,ks08,1,,Tom tried to ask a question.
4049,ks08,0,*,Tom tried for Bill to ask a question.
4050,ks08,1,,Tom tends to avoid confrontations.
4051,ks08,0,*,Tom tends for Mary to avoid confrontations.
4052,ks08,1,,Joe hoped to find a solution.
4053,ks08,0,*,Joe hoped for Beth to find a solution.
4054,ks08,1,,John believed it.
4055,ks08,1,,John believed that he is honest.
4056,ks08,1,,John mentioned the issue to me.
4057,ks08,1,,John mentioned to me that the question is an issue.
4058,ks08,1,,She pinched his arm as hard as she could.
4059,ks08,0,*,She pinched that he feels pain.
4060,ks08,1,,We hope that such a vaccine could be available in ten years.
4061,ks08,0,*,We hope the availability of such a vaccine in ten years.
4062,ks08,1,,Cohen proved the independence of the continuum hypothesis.
4063,ks08,1,,Cohen proved that the continuum hypothesis was independent.
4064,ks08,1,,John bothers me.
4065,ks08,1,,That John coughed bothers me.
4066,ks08,1,,John loves Bill.
4067,ks08,0,*,That John coughs loves Bill.
4068,ks08,1,,That John sold the ostrich surprised Bill.
4069,ks08,1,,For John to train his horse would be desirable.
4070,ks08,1,,To train his horse would be desirable.
4071,ks08,1,,That the king or queen be present is a requirement on all Royal weddings.
4072,ks08,1,,Which otter you should adopt first is unclear.
4073,ks08,0,*,That Tom missed the lecture was enjoyable.
4074,ks08,0,*,For John to remove the mother is undeniable.
4075,ks08,0,*,How much money Gordon spent is true.
4076,ks08,1,,Tom is confident that the elephants respect him.
4077,ks08,1,,Tom is insistent that the defendants be truthful.
4078,ks08,1,,Tom seems eager for her brother to catch a cold.
4079,ks08,1,,Tom seems eager to catch a cold.
4080,ks08,1,,I am ashamed that I neglected you.
4081,ks08,1,,I am delighted that Mary finished his thesis.
4082,ks08,1,,We were thankful that no one had been hurt.
4083,ks08,1,,We were glad it was over.
4084,ks08,1,,Bill alleged that Fred signed the check.
4085,ks08,1,,We believe that the directors were present.
4086,ks08,1,,We convinced him that the operation is safe.
4087,ks08,0,*,Alan is thinking about that his students are eager to learn English.
4088,ks08,0,*,Fred is counting on for Tom to make an announcement.
4089,ks08,1,,The outcome depends on how many candidates participate in the election.
4090,ks08,1,,Fred is thinking about whether he should stay in Seoul.
4091,ks08,1,,The offer made Smith admire the administrators.
4092,ks08,1,,John tried to make Sam let George ask Bill to keep delivering the mail.
4093,ks08,1,,John enjoyed drawing trees for his syntax homework.
4094,ks08,1,,The picture on the wall reminded him of his country.
4095,ks08,1,,Free enterprise is compatible with American values and traditions.
4096,ks08,1,,We need to be in frequent contact with the clients.
4097,ks08,1,,Acknowledge that everyone has limits.
4098,ks08,1,,We are aware of the existing problems.
4099,ks08,0,*,Why don't you leaving me concentrate on my work?
4100,ks08,0,*,The general commended that all troops was in dress uniform.
4101,ks08,0,*,My morning routine features swim free styles slowly for one hour.
4102,ks08,0,*,You should avoid to travel in the rush hour.
4103,ks08,0,*,You should attempt answering every question.
4104,ks08,0,*,The authorities blamed Greenpeace with the bombing.
4105,ks08,0,*,The authorities charged the students of the cheating.
4106,ks08,0,*,Sharon has been eager finishing the book.
4107,ks08,0,*,We respect Mary's desire for becoming famous.
4108,ks08,0,*,John referred from the building.
4109,ks08,0,*,John died to heart disease.
4110,ks08,0,*,We were glad what to do.
4111,ks08,0,*,She was busy to make lunch.
4112,ks08,1,,The constant rain forced the abandonment of the next day's competitions.
4113,ks08,1,,Aloe may have an analgesic effect on inflammation and minor skin irritations.
4114,ks08,1,,The public never had faith in his ability to handle the job.
4115,ks08,1,,He repeated his claim that the people backed his action.
4116,ks08,1,,We made them take the money.
4117,ks08,0,*,We made them are rude.
4118,ks08,1,,Do not use these words in the beginning of a sentence.
4119,ks08,1,,We know the defendants seem eager to testify against the criminal.
4120,ks08,1,,Jane isn't sure whether the students keep the books.
4121,ks08,0,*,Book is available in most countries.
4122,ks08,0,*,Student studies English for 4 hours a day.
4123,ks08,1,,Students study English for 4 hours a day.
4124,ks08,1,,His friend learned dancing.
4125,ks08,1,,My bother's friend learned dancing.
4126,ks08,1,,The president's bodyguard learned surveillance.
4127,ks08,1,,The King of Rock and Roll's records led to dancing.
4128,ks08,1,,President Lincoln delivered his Gettysburg Address in 1863.
4129,ks08,0,*,President Lincoln delivered her Gettysburg Address in 1863.
4130,ks08,0,*,"After reading the pamphlet, Judy threw them into the garbage can."
4131,ks08,1,,"After the party, I asked myself why I had faxed invitations to everyone in my office building."
4132,ks08,1,,Edward usually remembered to send a copy of his e-mail to himself.
4133,ks08,1,,No John Smiths attended the meeting.
4134,ks08,1,,This John Smith lives in Seoul.
4135,ks08,1,,There are three Davids in my class.
4136,ks08,1,,It's nothing like the America I remember.
4137,ks08,1,,My brother is an Einstein at maths.
4138,ks08,1,,"In the book, he talks about his ups and downs at school."
4139,ks08,1,,"If John wants to succeed in corporate life, he has to know the rules of the game."
4140,ks08,1,,The critique of Plato's Republic was written from a contemporary point of view.
4141,ks08,1,,The characters in Shakespeare's Twelfth Night live in a world that has been turned upside-down.
4142,ks08,0,*,The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.
4143,ks08,1,,Students studying English read Conrad's Heart of Darkness while at university.
4144,ks08,1,,You is the only person that I can rely on.
4145,ks08,0,*,You are the only person that I can rely on.
4146,ks08,1,,He is the only person that I can rely on.
4147,ks08,0,*,He are the only person that I can rely on.
4148,ks08,1,,The boy swims.
4149,ks08,0,*,The boys swim.
4150,ks08,1,,"King prawns cooked in chili salt and pepper was very much better, a simple dish deliciously executed."
4151,ks08,1,,Four pounds was quite a bit of money in 1950 and it was not easy to come by.
4152,ks08,1,,Five pounds is a lot of money.
4153,ks08,0,*,Five pounds are a lot of money.
4154,ks08,1,,Two drops sanitize anything in your house.
4155,ks08,0,*,Two drops sanitize anything in your house.
4156,ks08,1,,Fifteen dollars in a week is much.
4157,ks08,0,*,Fifteen dollars in a week are not much.
4158,ks08,1,,Fifteen years represents a long period of his life.
4159,ks08,0,*,Fifteen years represent a long period of his life.
4160,ks08,1,,Two miles is as far as they can walk.
4161,ks08,0,*,Two miles are as far as they can walk.
4162,ks08,1,,This Government have been more transparent in the way they have dealt with public finances than any previous government.
4163,ks08,1,,This Government has been more transparent in the way they have dealt with public finances than any previous government.
4164,ks08,1,,In preparation for the return fixture this team has trained more efficiently than they had in recent months.
4165,ks08,1,,She doesn't believe much of that story.
4166,ks08,1,,We listened to as little of his speech as possible.
4167,ks08,1,,How much of the fresco did the flood damage?
4168,ks08,0,*,She doesn't believe much story.
4169,ks08,0,*,We listened to as little speech as possible.
4170,ks08,0,*,How much fresco did the flood damage?
4171,ks08,0,*,I read some book.
4172,ks08,1,,One of the people was dying of thirst.
4173,ks08,1,,Many of the people were dying of thirst.
4174,ks08,0,*,One people was dying of thirst.
4175,ks08,1,,Many people were dying of thirst.
4176,ks08,1,,Each of the suggestions is acceptable.
4177,ks08,1,,Neither of the cars has air conditioning.
4178,ks08,1,,None of these men wants to be president.
4179,ks08,1,,Most of the children are here.
4180,ks08,1,,Some of the soup needs more salt.
4181,ks08,1,,Some of the diners need menus.
4182,ks08,1,,All of the land belongs to the government.
4183,ks08,1,,All of these cars belong to me.
4184,ks08,1,,John is in the room.
4185,ks08,1,,I am fond of him.
4186,ks08,1,,Most of John's boat has been repainted.
4187,ks08,1,,Some of the record contains evidence of wrongdoing.
4188,ks08,1,,Much of that theory is unfounded.
4189,ks08,0,*,One of the story has appeared in your newspaper.
4190,ks08,1,,He is afraid of foxes.
4191,ks08,1,,It is a wooden desk.
4192,ks08,1,,It is the main street.
4193,ks08,0,*,It is an alive fish.
4194,ks08,0,*,They are afraid people.
4195,ks08,0,*,This objection is main.
4196,ks08,0,*,This fact is key.
4197,ks08,1,,The man eager to start the meeting is John's sister.
4198,ks08,1,,The man holding the bottle disappeared.
4199,ks08,1,,The papers removed from the safe have not been found.
4200,ks08,1,,The money that you gave me disappeared last night.
4201,ks08,0,*,John in the doorway waved to his father.
4202,ks08,0,*,He in the doorway waved to his father.
4203,ks08,1,,and index values of the subject and the main verb.
4204,ks08,1,,Neither of these men is worthy to lead Italy.
4205,ks08,1,,None of his customary excuses suffices Edgar now.
4206,ks08,1,,One of the problems was the robins.
4207,ks08,1,,All of the plant virus web sites have been conveniently collected in one central location.
4208,ks08,1,,Some of the water from melted snow also goes into the ground for plants.
4209,ks08,1,,Most of the milk your baby consumes during breastfeeding is produced during nursing.
4210,ks08,1,,All special rights of voting in the election were abolished.
4211,ks08,1,,One of major factors affecting the value of diamonds was their weight.
4212,ks08,1,,Each of these stones has to be cut and polished.
4213,ks08,1,,Most of her free time was spent attending concerts and plays or visiting museums and art galleries.
4214,ks08,1,,The committee was unanimous in their decision.
4215,ks08,1,,The committee have all now resigned.
4216,ks08,0,*,The committee has all now resigned.
4217,ks08,1,,The crew have both agreed to change sponsor.
4218,ks08,0,*,The crew has both agreed to change sponsor.
4219,ks08,1,,Her family is all avid skiers.
4220,ks08,0,*,Her family are all avid skiers.
4221,ks08,0,*,A variety of styles have been in vogue for the last year.
4222,ks08,1,,Both of the workers will wear carnations.
4223,ks08,1,,Both the workers will wear carnations.
4224,ks08,1,,Both will wear carnations.
4225,ks08,1,,Few doctors approve of our remedy.
4226,ks08,1,,Few approve of our remedy.
4227,ks08,1,,An example of these substances be tobacco.
4228,ks08,1,,The effectiveness of teaching and learning depend on several factors.
4229,ks08,1,,One of the most serious problems that some students have be lack of motivation.
4230,ks08,1,,Ten years be a long time to spend in prison.
4231,ks08,1,,Everyone of us be given a prize.
4232,ks08,1,,Some of the fruit be going bad.
4233,ks08,1,,All of his wealth come from real estate investments.
4234,ks08,1,,Do some of your relatives live nearby?
4235,ks08,1,,Fifty pounds seem like a lot of weight to lose in one year.
4236,ks08,1,,News of Persephone and Demeter reach the great gods and goddesses of Olympus.
4237,ks08,1,,Half of the year be dark and wintry.
4238,ks08,1,,Some of the promoters of ostrich meat compare its taste to beef tenderloin.
4239,ks08,1,,The committee hasn't yet made up its mind.
4240,ks08,0,*,The committee hasn't yet made up their mind.
4241,ks08,1,,The committee haven't yet made up their mind.
4242,ks08,0,*,The committee haven't yet made up its mind.
4243,ks08,0,*,"That dog is so ferocious, it even tried to bite himself."
4244,ks08,0,*,I washed me.
4245,ks08,1,,I washed myself.
4246,ks08,0,*,You washed myself.
4247,ks08,1,,I washed you.
4248,ks08,1,,He kicked you.
4249,ks08,0,*,I washed yourself.
4250,ks08,1,,You washed yourself.
4251,ks08,1,,Harry says that Sally dislikes him.
4252,ks08,0,*,Harry says that Sally dislikes himself.
4253,ks08,0,*,Sally wishes that everyone would praise herself.
4254,ks08,1,,Sally believes that she is brilliant.
4255,ks08,0,*,Sally believes that herself is brilliant.
4256,ks08,1,,The power of your mind and the power of your body have a tight connection.
4257,ks08,1,,John tries to fix the computer.
4258,ks08,1,,John seems to fix the computer.
4259,ks08,1,,Mary persuaded John to fix the computer.
4260,ks08,1,,Mary expected John to fix the computer.
4261,ks08,0,*,John to fix the computer.
4262,ks08,0,*,Seems John to fix the computer.
4263,ks08,1,,John tries to be honest.
4264,ks08,1,,John seems to be honest.
4265,ks08,1,,John makes efforts for himself to be honest.
4266,ks08,1,,It seems that John is honest.
4267,ks08,1,,It tends to be warm in September.
4268,ks08,1,,It seems to bother Kim that they resigned.
4269,ks08,0,*,It tries to be warm in September.
4270,ks08,0,*,It hopes to bother Kim that they resigned.
4271,ks08,1,,It is easy to please Kim.
4272,ks08,1,,John is eager to please Kim.
4273,ks08,0,*,There tries to be warm in September.
4274,ks08,0,*,There hopes to bother Kim that they resigned.
4275,ks08,0,*,It is eager to please Kim.
4276,ks08,1,,Stephen seemed to be intelligent.
4277,ks08,1,,It seems to be easy to fool Ben.
4278,ks08,1,,There is likely to be a letter in the mailbox.
4279,ks08,1,,Tabs are likely to be kept on participants.
4280,ks08,0,*,John seems to be easy to fool Ben.
4281,ks08,0,*,John is likely to be kept on participants.
4282,ks08,1,,Sandy tried to eat oysters.
4283,ks08,0,*,There tried to be riots in Seoul.
4284,ks08,0,*,It tried to bother me that Chris lied.
4285,ks08,0,*,Tabs try to be kept on Bob by the FBI.
4286,ks08,0,*,That he is clever is eager to be obvious.
4287,ks08,1,,The king thanked the man.
4288,ks08,1,,The color red seems to be his favorite color.
4289,ks08,1,,The cat seems to be out of the bag.
4290,ks08,1,,The dentist is likely to examine Pat.
4291,ks08,1,,Pat is likely to be examined by the dentist.
4292,ks08,1,,The dentist is eager to examine Pat.
4293,ks08,1,,Pat is eager to be examined by the dentist.
4294,ks08,1,,Stephen believed Ben to be careful.
4295,ks08,1,,Stephen persuaded Ben to be careful.
4296,ks08,1,,Stephen believed it to be easy to please Kim.
4297,ks08,0,*,Stephen persuaded it to be easy to please Kim.
4298,ks08,1,,Stephen believed there to be a fountain in the park.
4299,ks08,0,*,Stephen persuaded there to be a fountain in the park.
4300,ks08,1,,Stephen believed the cat to be out of the bag.
4301,ks08,0,*,Stephen persuaded the cat to be out of the bag.
4302,ks08,1,,The dentist was believed to have examined Pat.
4303,ks08,1,,Pat was believed to have been examined by the dentist.
4304,ks08,1,,The dentist was persuaded to examine Pat.
4305,ks08,1,,Stephen seems to be irritating.
4306,ks08,1,,Tom believes Stephen to be irritating.
4307,ks08,1,,John persuaded Stephen to be more careful.
4308,ks08,0,*,It seemed to be intelligent.
4309,ks08,1,,It seemed to rain.
4310,ks08,1,,There seemed to be a fountain in the park.
4311,ks08,1,,Stephen tried to be intelligent.
4312,ks08,0,*,It tried to be intelligent.
4313,ks08,0,*,There tried to be intelligent.
4314,ks08,0,*,It tried to rain.
4315,ks08,0,*,There tried to be a fountain in the park.
4316,ks08,1,,Someone tried to leave the town.
4317,ks08,1,,There seems to be a fountain in the park.
4318,ks08,0,*,It seems to be a fountain in the park.
4319,ks08,0,*,John seems to be a fountain in the park.
4320,ks08,1,,We believed there to be a fountain in the park.
4321,ks08,0,*,We believed it to be a fountain in the park.
4322,ks08,0,*,There tries to leave the country.
4323,ks08,0,*,We believed it to try to leave the country.
4324,ks08,0,*,We believed there to try to leave the country.
4325,ks08,1,,We believed John to try to leave the country.
4326,ks08,1,,The cat tries to be out of the bag.
4327,ks08,1,,They persuaded me to leave.
4328,ks08,1,,They promised me to leave.
4329,ks08,0,*,They persuaded it to rain.
4330,ks08,0,*,They promised it to rain.
4331,ks08,1,,Under the bed is a fun place to hide.
4332,ks08,0,*,Under the bed wants to be a fun place to hide.
4333,ks08,1,,Kim may have admitted to let Mary mow the lawn.
4334,ks08,1,,Gregory appears to have wanted to be loyal to the company.
4335,ks08,1,,Jones would prefer for it to be clear to Barry that the city plans to sue him.
4336,ks08,1,,John continues to avoid the conflict.
4337,ks08,1,,The captain ordered the troops to proceed.
4338,ks08,1,,He coaxed his brother to give him the candy.
4339,ks08,1,,John wants it to be clear to Ben that the city plans to honor him.
4340,ks08,0,*,John seems to rain.
4341,ks08,0,*,John is likely to appear that he will win the game.
4342,ks08,0,*,Beth tried for Bill to ask a question.
4343,ks08,0,*,He believed there to be likely that he won the game.
4344,ks08,0,*,It is likely to seem to be arrogant.
4345,ks08,0,*,Sandy appears that Kim is happy.
4346,ks08,0,*,Dana would be unlikely for Pat to be called upon.
4347,ks08,0,*,Robin is nothing in the box.
4348,ks08,0,*,It said that Kim was happy.
4349,ks08,0,*,There preferred for Sandy to get the job.
4350,ks08,1,,There is only one chemical substance involved in nerve transmission.
4351,ks08,0,*,There are only one chemical substance involved in nerve transmission.
4352,ks08,0,*,There is more chemical substances involved in nerve transmission.
4353,ks08,1,,There are more chemical substances involved in nerve transmission.
4354,ks08,1,,There is believed to be a sheep in the park.
4355,ks08,0,*,There is believed to be a sheep in the park.
4356,ks08,1,,There are believed to be sheep in the park.
4357,ks08,1,,There seems to be no student absent.
4358,ks08,0,*,There are likely to be no student absent.
4359,ks08,1,,There is likely to be no student absent.
4360,ks08,1,,Pat expected Leslie to be aggressive.
4361,ks08,1,,Pat persuaded Leslie to be aggressive.
4362,ks08,1,,Pat promised Leslie to be aggressive.
4363,ks08,1,,Kevin urged Anne to be loyal to her.
4364,ks08,1,,We expect the dentist to examine us.
4365,ks08,0,*,We expect the dentist to examine ourselves.
4366,ks08,1,,We expect them to examine themselves.
4367,ks08,1,,We persuaded the dentist to examine us.
4368,ks08,0,*,We persuaded the dentist to examine ourselves.
4369,ks08,1,,We persuaded them to examine themselves.
4370,ks08,0,*,We persuaded them to examine them.
4371,ks08,1,,"John may drink water, and Bill drink beer."
4372,ks08,1,,Tom will not leave.
4373,ks08,0,*,Tom kicked not a ball.
4374,ks08,1,,Will Tom leave the party now?
4375,ks08,0,*,Left Tom the party already?
4376,ks08,1,,John couldn't leave the party.
4377,ks08,0,*,John leftn't the party early.
4378,ks08,1,,"If anybody is spoiling the children, John is."
4379,ks08,0,*,"If anybody keeps spoiling the children, John keeps."
4380,ks08,1,,"You should leave, shouldn't you?"
4381,ks08,0,*,"You didn't leave, left you?"
4382,ks08,1,,She would never believe that story.
4383,ks08,0,*,She believed never his story.
4384,ks08,1,,The boys will all be there.
4385,ks08,0,*,Our team played all well.
4386,ks08,1,,The children will have been being entertained.
4387,ks08,0,*,The house is been remodelling.
4388,ks08,0,*,Margaret has had already left.
4389,ks08,0,*,He has will seeing his children.
4390,ks08,0,*,He has been must being interrogated by the police at that very moment.
4391,ks08,1,,Mary solved the problem.
4392,ks08,1,,Mary would solve the problem.
4393,ks08,1,,Mary was solving the problem.
4394,ks08,1,,Mary would easily solve the problem.
4395,ks08,0,*,Mary not avoided Bill.
4396,ks08,1,,Mary did not avoid Bill.
4397,ks08,1,,Fred must have been singing songs and probably was drinking beer.
4398,ks08,1,,Fred must both have been singing songs and have been drinking beer.
4399,ks08,1,,Fred must have both been singing songs and been drinking beer.
4400,ks08,1,,Fred must have been both singing songs and drinking beer.
4401,ks08,1,,There might be a unicorn in the garden.
4402,ks08,1,,It will rain tomorrow.
4403,ks08,1,,John will leave the party earlier.
4404,ks08,0,*,There hopes to finish the project.
4405,ks08,0,*,The bus hopes to be here at five.
4406,ks08,0,*,I hope to can study in France.
4407,ks08,1,,I hope to study in France.
4408,ks08,0,*,John stopped can to sign in tune.
4409,ks08,0,*,John stopped canning to sign in tune.
4410,ks08,0,*,John wills leave the party early.
4411,ks08,0,*,John can kicked the ball.
4412,ks08,0,*,John can kicking the ball.
4413,ks08,0,*,John can to kick the ball.
4414,ks08,1,,John will kick the ball.
4415,ks08,0,*,John will kicked the ball.
4416,ks08,0,*,John will to kick the ball.
4417,ks08,0,*,Kim must bakes a cake.
4418,ks08,0,*,Kim must baked a cake.
4419,ks08,0,*,Kim must will bake a cake.
4420,ks08,1,,There may exist a man in the park.
4421,ks08,0,*,It may exist a man in the park.
4422,ks08,0,*,It is vital that we will study everyday.
4423,ks08,1,,He is a fool.
4424,ks08,1,,He has a car.
4425,ks08,1,,John is running to the car.
4426,ks08,1,,Was the child in the school?
4427,ks08,1,,Was the child running to the car?
4428,ks08,1,,Was the child found?
4429,ks08,1,,The child never became crazy.
4430,ks08,1,,The child was never crazy.
4431,ks08,1,,The child was never running to the car.
4432,ks08,1,,The child was never deceived.
4433,ks08,1,,John is happy about the outcome.
4434,ks08,1,,John was seeing his children.
4435,ks08,1,,The children are seen in the yard.
4436,ks08,1,,John has not sung a song.
4437,ks08,1,,Has John sung a song?
4438,ks08,1,,John hasn't been singing a song.
4439,ks08,1,,John has sung a song and Mary has too.
4440,ks08,1,,John can have danced.
4441,ks08,1,,John can be dancing.
4442,ks08,1,,He has seen his children.
4443,ks08,1,,He will have been seeing his children.
4444,ks08,0,*,Americans have paying income tax ever since 1913.
4445,ks08,0,*,George has went to America.
4446,ks08,1,,is out since the following is finite.
4447,ks08,1,,You are a student.
4448,ks08,1,,You have not enough money.
4449,ks08,1,,Have you enough money?
4450,ks08,1,,John does not like this town.
4451,ks08,1,,In no other circumstances does that distinction matter.
4452,ks08,1,,They didn't leave any food.
4453,ks08,0,*,They expected us to do leave him.
4454,ks08,0,*,They expected us to should leave him.
4455,ks08,0,*,I found myself doing need sleep.
4456,ks08,0,*,He does be leaving.
4457,ks08,0,*,He does have been eating.
4458,ks08,0,*,They will do come.
4459,ks08,1,,John did leave.
4460,ks08,1,,Did John find the solution?
4461,ks08,1,,How long did it last?
4462,ks08,1,,John may leave.
4463,ks08,1,,It may rain.
4464,ks08,0,*,John may rain.
4465,ks08,1,,John did not leave.
4466,ks08,0,*,John did not rain.
4467,ks08,1,,He might have left.
4468,ks08,0,*,He might do leave.
4469,ks08,0,*,He does can leave here.
4470,ks08,0,*,He does may leave here.
4471,ks08,0,*,Jim does have supported the theory.
4472,ks08,0,*,The proposal did be endorsed by Clinton.
4473,ks08,0,*,I do not have sung.
4474,ks08,0,*,I do not be happy.
4475,ks08,1,,Do be honest!
4476,ks08,1,,Don't be silly!
4477,ks08,0,*,John believed Kim to do not leave here.
4478,ks08,1,,John believes Kim not to leave here.
4479,ks08,0,*,John believed Kim to leaving here.
4480,ks08,0,*,John did not leaving here.
4481,ks08,0,*,John expect to must leave.
4482,ks08,0,*,John did not may leave.
4483,ks08,1,,"Tom wanted to go home, but Peter didn't want to."
4484,ks08,1,,Lee voted for Bill because his father told him to.
4485,ks08,1,,Kim regrets not having seen the movie.
4486,ks08,1,,Kim regrets never having seen the movie.
4487,ks08,1,,We asked him not to try to call us again.
4488,ks08,1,,We asked him never to try to call us again.
4489,ks08,1,,Duty made them not miss the weekly meetings.
4490,ks08,1,,Duty made them never miss the weekly meetings.
4491,ks08,1,,Not speaking English is a disadvantage.
4492,ks08,0,*,Speaking not English is a disadvantage.
4493,ks08,0,*,Lee likes not Kim.
4494,ks08,1,,Lee is believed not to like Kim.
4495,ks08,1,,Lee is believed to not like Kim.
4496,ks08,0,*,Lee is believed to like not Kim.
4497,ks08,1,,The president could not approve the bill.
4498,ks08,1,,It would be possible for the president not to approve the bill.
4499,ks08,1,,It would not be possible for the president to approve the bill.
4500,ks08,0,*,Lee not left.
4501,ks08,1,,Lee will never leave.
4502,ks08,1,,Lee will not leave.
4503,ks08,1,,John could not leave the town.
4504,ks08,0,*,John not left the town.
4505,ks08,0,*,John not could leave the town.
4506,ks08,1,,"Mary sang a song, but Lee never did."
4507,ks08,0,*,"Mary sang a song, but Lee did never."
4508,ks08,1,,"Mary sang a song, but Lee did not."
4509,ks08,1,,"The president could not approve the bill, couldn't he?"
4510,ks08,0,*,"The president could not approve the bill, could he?"
4511,ks08,1,,Are you studying English syntax?
4512,ks08,1,,What are you studying nowadays?
4513,ks08,1,,I shall go downtown.
4514,ks08,1,,Shall I go downtown?
4515,ks08,1,,May she live forever!
4516,ks08,1,,Was I that stupid?
4517,ks08,1,,Don't you even touch that!
4518,ks08,1,,You better not drink.
4519,ks08,1,,"You can do it, but you better not."
4520,ks08,0,*,Better you not drink.
4521,ks08,1,,They'd leave soon.
4522,ks08,1,,They wouldn't leave soon.
4523,ks08,1,,They shouldn't leave soon.
4524,ks08,1,,"They can do it, can't they?"
4525,ks08,1,,"They can't do it, can they?"
4526,ks08,0,*,"They can't do it, can't they?"
4527,ks08,0,*,"They can't do it, can he?"
4528,ks08,1,,"Kim can dance, and Sandy can, too."
4529,ks08,1,,"Kim has danced, and Sandy has, too."
4530,ks08,1,,"Kim was dancing, and Sandy was, too."
4531,ks08,0,*,"Kim considered joining the navy, but I never considered."
4532,ks08,0,*,"Kim wanted to go and Sandy wanted, too."
4533,ks08,1,,Kim is happy and Sandy is too.
4534,ks08,1,,"When Kim was in China, I was too."
4535,ks08,1,,Have you anything to share with the group?
4536,ks08,1,,Have you brought anything to share with the group?
4537,ks08,1,,"Sandy must have been, too."
4538,ks08,1,,"Sandy must have, too."
4539,ks08,1,,"Sandy must, too."
4540,ks08,1,,"Because John persuaded Sally to, he didn't have to talk to the reporters."
4541,ks08,0,*,"Mary sang a song, but Lee could never."
4542,ks08,1,,"Mary sang a song, but Lee could not."
4543,ks08,1,,John got sent to prison.
4544,ks08,1,,He ought to leave his luggage here.
4545,ks08,1,,He dared not argue against his parents.
4546,ks08,1,,He used to go there very often.
4547,ks08,1,,The gardener must trim the rose bushes today.
4548,ks08,1,,This should be the beginning of a beautiful friendship.
4549,ks08,1,,I am removing the shovel from the shed.
4550,ks08,1,,The travelers have returned from their vacation.
4551,ks08,1,,Springfield would have built a police station with the federal grant.
4552,ks08,1,,Sharks could have been cruising near the beach.
